"","population","emp_to_pop","hci","consumption_hg","absorption","tfp","labor_share","irr","depreciation","exchange","share_house","share_gov","share_exports","share_imports","cpi","cpi_change","recession"
"30",7.076733112,0.39269533,1.423522234,9914.407227,12166.73633,0.29577598,0.617155015,0.050551582,0.04363184,733.0385132,0.773929536,0.119652867,0.036731586,-0.115768157,290.16,-0.114988105,0
"31",34.17301941,0.397789937,1.508247495,31033.82227,38889.28516,0.333195299,0.494084418,0.20224531,0.0448892,876.4116821,0.644566178,0.124677837,0.037823092,-0.089934364,290.16,-0.114988105,0
"32",29.18183136,0.258552873,1.569781184,97413.35156,132512.7813,0.661516368,0.504746199,0.113568895,0.043978918,11.3029747,0.58902055,0.135187089,0.116974138,-0.179144278,290.16,-0.114988105,0
"33",2.790729046,0.262297049,1.503509164,5168.686035,6136.500977,0.417692095,0.605201364,0.044196609,0.03557948,255.6291656,0.670663834,0.265214264,0.137350962,-0.248468384,290.16,-0.114988105,0
"34",12.36616516,0.417758642,2.105179071,22277.93555,31089.16797,0.391306967,0.550735414,0.175688639,0.041757133,1,0.516991317,0.159051195,0.074581169,-0.105996393,290.16,-0.114988105,0
"35",6.555829048,0.420236723,1.215250373,4071.106445,4350.17334,0.148642972,0.807774127,0.01,0.030796064,830.3533325,0.777703464,0.202550307,0.022535888,-0.069984257,290.16,-0.114988105,0
"36",1.072926998,0.23021137,1.644034624,7279.491699,8194.548828,0.939983249,0.612078846,0.041011315,0.055427723,8.60918045,0.824944556,0.134938881,0.214188233,-0.26764372,290.16,-0.114988105,0
"37",1.885954976,0.308596984,2.072481871,5097.470703,5928.270508,0.384296775,0.651621044,0.020342637,0.050288692,8.60918045,0.819710255,0.207639903,0.191930905,-0.417664289,290.16,-0.114988105,0
"38",46.38500595,0.284382211,2.124513388,327957.1563,386654.4375,0.750426173,0.545413494,0.116106011,0.043123409,8.60918045,0.667736709,0.135487363,0.130853817,-0.123545907,290.16,-0.114988105,0
"39",4.739147186,0.34478776,1.37434566,4947.720215,5283.941895,0.276179761,0.535166621,0.075387746,0.040762138,1986.154175,0.924138188,0.143591851,0.037015386,-0.140437245,290.16,-0.114988105,1
"40",27.94500542,0.199810361,1.404699802,51025.05859,56617.80469,0.885860264,0.738935769,0.188281834,0.059247684,2.587021112,0.938327372,0.044772588,0.012206023,-0.051768593,290.16,-0.114988105,0
"41",3.832202911,0.386722736,1.4045012,3381.468994,3662.852539,0.404508024,0.231892437,0.208044305,0.035194799,733.0385132,0.812858284,0.185773447,0.045898344,-0.04413525,290.16,-0.114988105,0
"42",11.77197647,0.423385418,1.122800827,7735.178711,8901.261719,0.199132487,0.598958015,0.04866384,0.025128806,733.0385132,0.718937755,0.183174863,0.052907865,-0.103369683,290.16,-0.114988105,0
"43",18.58875847,0.379733483,1.135416269,12223.43652,14154.61816,0.413735032,0.513235569,0.258168697,0.038726222,20.70363998,0.83313781,0.117376253,0.156148955,-0.256834865,290.16,-0.114988105,0
"44",9.785700798,0.290124618,1.904421449,63196.10547,80711.14844,0.777762234,0.510920823,0.110040225,0.051611837,1.438712478,0.623322964,0.150947899,0.179124624,-0.261055261,290.16,-0.114988105,0
"45",1.933596015,0.23964959,2.016995192,9102.874023,11603.76758,0.769846439,0.593367696,0.152302623,0.056798685,8.60918045,0.711114585,0.18886967,0.273696631,-0.343171835,290.16,-0.114988105,0
"46",1.754935026,0.280989059,2.494708776,10406.65918,15253.56152,0.749307036,0.277960986,0.291784585,0.066216551,5.841158867,0.434087425,0.200713485,0.319070756,-0.23968114,290.16,-0.114988105,0
"47",5.111770153,0.449355089,1.713900924,6067.754395,7132.090332,0.204712287,0.806201458,0.01,0.029881576,733.0385132,0.787494779,0.159734339,0.068480194,-0.125921294,290.16,-0.114988105,1
"48",11.94458675,0.395868136,1.078746438,12137.77148,14310.62207,0.369151086,0.628897786,0.094049037,0.045922745,733.0385132,0.732207537,0.164293662,0.025060488,-0.078902639,290.16,-0.114988105,0
"49",1.193917036,0.415690535,2.302233458,11937.30273,14788.96777,0.852814734,0.47489959,0.154641688,0.044188034,29.12925911,0.549363613,0.145798758,0.200443551,-0.254955322,290.16,-0.114988105,0
"50",1.262259007,0.232123527,2.15596962,7069.785156,8540.724609,0.574409604,0.329827189,0.043147109,0.092831276,733.0385132,0.39957422,0.214337572,0.490519375,-0.198693812,290.16,-0.114988105,0
"51",15.67192745,0.3795331,1.751375198,33010.31641,39481.16016,0.430468708,0.50265944,0.097617686,0.044553738,733.0385132,0.747689784,0.109798923,0.099574983,-0.110979021,290.16,-0.114988105,0
"52",32.32148361,0.378553262,1.957712531,59788.68359,67648.75781,0.370576859,0.590702891,0.113210455,0.039080672,78.56319427,0.82924962,0.099228866,0.049940165,-0.136755407,290.16,-0.114988105,0
"53",125.4634323,0.31353345,1.48831892,98578.17188,105340.6484,0.538516343,0.310653448,0.01,0.036037769,111.2312469,0.746305287,0.028088314,0.367650956,-0.126651525,290.16,-0.114988105,0
"54",10.13449669,0.298381849,1.325894952,21246.66797,25445.72852,0.561232746,0.374667078,0.171906024,0.039355088,733.0385132,0.758186042,0.103387304,0.116880462,-0.172694862,290.16,-0.114988105,0
"55",35.12380981,0.396527541,1.517772079,33637.82422,42348.86328,0.358674377,0.479342461,0.220687151,0.04423672,966.5827637,0.625056863,0.131677866,0.039533392,-0.082801044,274.69,-0.053315412,0
"56",33.21400833,0.378169644,1.979820728,59329.62109,65614.27344,0.355439037,0.592412293,0.109653085,0.039324254,78.74913788,0.839382529,0.10402976,0.045923829,-0.108137377,274.69,-0.053315412,0
"57",1.779953003,0.302255165,2.528933048,11083.66895,16383.10059,0.790709913,0.277960986,0.259270966,0.066808723,6.327800751,0.383972943,0.187402785,0.27798,-0.338644803,274.69,-0.053315412,0
"58",8.536205292,0.486047374,1.395385385,7743.052734,8389.532227,0.234459132,0.74101007,0.078413516,0.048216164,475.3652344,0.794280648,0.219170898,0.015903722,-0.064357072,274.69,-0.053315412,0
"59",6.741569042,0.423640243,1.22417295,4285.597656,4582.632324,0.163899094,0.815155268,0.01,0.030678142,930.7491455,0.780949295,0.198860481,0.018549193,-0.066269629,274.69,-0.053315412,0
"60",1.080929995,0.23220744,1.612361312,6860.722168,7783.544922,0.861723185,0.612078846,0.046205096,0.053784266,10.54074669,0.849300385,0.134636477,0.31981802,-0.32830593,274.69,-0.053315412,0
"61",9.864325523,0.29369263,1.93727529,63436.875,80962.99219,0.758620083,0.505126834,0.106482767,0.051414497,1.421733379,0.619797766,0.161766782,0.183672011,-0.258008242,274.69,-0.053315412,0
"62",47.02617264,0.294380817,2.163699865,339416.7188,404875,0.751551867,0.529168427,0.122534737,0.043596055,10.54074669,0.651574492,0.136391729,0.105880857,-0.121021882,274.69,-0.053315412,0
"63",5.251471996,0.450540332,1.722733021,6146.984863,7320.214355,0.208353415,0.806201458,0.01,0.029958731,696.9882202,0.783879697,0.131904677,0.075146303,-0.133495122,274.69,-0.053315412,1
"64",28.67956543,0.200704516,1.42319119,52677.39453,60221.01563,0.704038441,0.793804228,0.05986698,0.062715925,2.63305831,0.931360483,0.044877142,0.015301078,-0.071617879,274.69,-0.053315412,0
"65",12.50052547,0.436047687,2.142206192,21498.14258,24988.82617,0.268324792,0.550735414,0.251502395,0.042214893,1,0.70795691,0.175143436,0.192774415,-0.207485333,274.69,-0.053315412,1
"66",19.13965797,0.382876188,1.14143014,16338.26074,19038.88086,0.449331969,0.539652884,0.191332594,0.039686497,23.67795753,0.917163372,0.122266337,0.155478716,-0.36672014,274.69,-0.053315412,0
"67",29.51236725,0.262924789,1.59210825,96271.94531,132249.0313,0.654898584,0.502901196,0.114815794,0.044163506,11.02058315,0.588018298,0.134174079,0.124329038,-0.194265068,274.69,-0.053315412,0
"68",3.907612085,0.386425253,1.41145587,3341.984375,3608.496582,0.402629286,0.231892437,0.206722543,0.03456318,696.9882202,0.798972964,0.184443519,0.042222582,-0.046366237,274.69,-0.053315412,0
"69",1.201812029,0.41221087,2.320972681,11932.80371,15548.49316,0.865784824,0.466506779,0.158823028,0.044330604,29.96199989,0.537863135,0.153750926,0.224771008,-0.276388079,274.69,-0.053315412,0
"70",12.20600224,0.420852117,1.127664924,8144.032715,9472.803711,0.201011881,0.612969637,0.048984926,0.02564038,696.9882202,0.716074824,0.181012884,0.043008983,-0.104937442,274.69,-0.053315412,0
"71",16.08488655,0.383027893,1.764162421,34104.47656,40591.58984,0.427429676,0.50265944,0.099586695,0.045366246,696.9882202,0.742621005,0.111109473,0.103875488,-0.10785307,274.69,-0.053315412,0
"72",2.873228073,0.262422609,1.519168139,5870.536621,6497.091797,0.420468003,0.591321945,0.041651271,0.036729999,271.7391663,0.639486253,0.338236779,0.124925263,-0.206999481,274.69,-0.053315412,0
"73",4.957215786,0.343943075,1.388584375,5795.504395,6218.632813,0.326122344,0.537561834,0.094317965,0.04191009,2099.033936,0.901940823,0.161538526,0.038234986,-0.14814429,274.69,-0.053315412,0
"74",17.572649,0.43984579,1.32013464,25196.83203,38608.30469,0.191173151,0.284878641,0.01,0.066036642,43.53020477,0.384910733,0.197853461,0.448450238,-0.143974781,274.69,-0.053315412,0
"75",7.295393944,0.392576481,1.43690443,10708.25195,12828.87012,0.3170591,0.617155015,0.057210203,0.043657597,696.9882202,0.750877619,0.118424438,0.038618986,-0.127212599,274.69,-0.053315412,0
"76",1.294409037,0.234083659,2.189760208,7633.919922,9778.257813,0.519565701,0.335810184,0.033625383,0.092078306,696.9882202,0.379296511,0.23389259,0.475204349,-0.133492976,274.69,-0.053315412,1
"77",128.6667175,0.313248713,1.517783523,121727.2188,131848.6094,0.491972923,0.421538651,0.01,0.035029005,120.5781555,0.745987236,0.026124299,0.314586788,-0.114072353,274.69,-0.053315412,0
"78",1.90231204,0.280711034,2.122136593,5214.31543,5907.052246,0.420143545,0.623526156,0.030273879,0.047806662,10.54074669,0.800783992,0.231378973,0.210620001,-0.380425304,274.69,-0.053315412,0
"79",12.29310036,0.386254766,1.088122368,12713.03418,14927.83105,0.370767474,0.648495317,0.088488273,0.045266423,696.9882202,0.725853264,0.168672666,0.022900693,-0.076643109,274.69,-0.053315412,0
"80",1.962146997,0.270112266,2.033078194,8961.758789,11406.67383,0.726501226,0.579520106,0.15519321,0.057470001,10.54074669,0.666618884,0.178177804,0.234974056,-0.276728839,274.69,-0.053315412,0
"81",10.39686108,0.297649382,1.33951211,21860.05469,25649.44727,0.559224129,0.359166086,0.15745081,0.039561555,696.9882202,0.781821072,0.103810877,0.126970962,-0.189182013,274.69,-0.053315412,0
"82",1.918097019,0.29821225,2.172981262,5346.948242,5997.580566,0.400244236,0.641605079,0.025441138,0.045507096,7.564749241,0.798175931,0.238710031,0.246820211,-0.429854035,331.6,0.207179002,0
"83",131.9725342,0.306189091,1.547831416,180237.125,199578.2656,0.626477897,0.377840161,0.01,0.034480609,129.2223511,0.830685914,0.016554305,0.269897372,-0.130022794,331.6,0.207179002,0
"84",2.957117081,0.262079571,1.534990072,6586.119141,7795.239258,0.434332728,0.577442527,0.033681925,0.03789388,263.0299988,0.578741074,0.374662489,0.084227979,-0.212663174,331.6,0.207179002,0
"85",19.71659851,0.385951806,1.147475958,17314.81055,19602.48438,0.563373029,0.41484192,0.318493038,0.041494332,23.78226662,0.875900507,0.126082167,0.162748829,-0.297115773,331.6,0.207179002,0
"86",36.13807297,0.398942183,1.527356982,36472.67188,46367.51953,0.368275046,0.469047964,0.209444836,0.043601006,1038.419067,0.603319943,0.15962325,0.041771345,-0.091022745,331.6,0.207179002,0
"87",18.20336914,0.439629863,1.331886649,27231.57422,42276.09375,0.185004324,0.292056262,0.01,0.065294676,74.60630035,0.388155162,0.200483695,0.454874575,-0.183415473,331.6,0.207179002,0
"88",29.4359436,0.200893859,1.441925883,54311.07422,64232.64453,0.71329695,0.764582157,0.151883513,0.066545554,2.609834433,0.872343719,0.049207192,0.015522881,-0.062036667,331.6,0.207179002,0
"89",5.199549198,0.344068273,1.402970552,5777.785156,6238.78418,0.330370694,0.532087088,0.120002054,0.043797173,2347.94165,0.883870423,0.156796202,0.062485889,-0.15724124,331.6,0.207179002,0
"90",9.939678192,0.300828769,1.970695734,64838.89453,82049.82031,0.742715478,0.51280421,0.106548585,0.050860271,1.288458347,0.616202354,0.177785888,0.193487063,-0.270530432,331.6,0.207179002,0
"91",47.64872742,0.283909601,2.203609228,352717,424238.9375,0.758137226,0.527124345,0.124309279,0.044201128,7.564749241,0.655315161,0.147962689,0.129365787,-0.144210801,331.6,0.207179002,0
"92",5.391400814,0.451645134,1.731610656,6484.520508,7767.57373,0.202783123,0.806201458,0.01,0.030088386,581.2003174,0.802007914,0.137781128,0.128607363,-0.163186759,331.6,0.207179002,0
"93",3.981664896,0.339057148,1.418444991,3041.606445,3203.904541,0.408063024,0.231892437,0.193848118,0.033598952,581.2003174,0.796081781,0.140093595,0.036060762,-0.056692805,331.6,0.207179002,1
"94",12.63389683,0.455276921,2.179884195,17910.14453,21747.44531,0.207362905,0.550735414,0.14524129,0.042195298,1,0.690428317,0.198934391,0.165605843,-0.141191006,331.6,0.207179002,1
"95",29.84393692,0.284085525,1.614752769,98825.3125,139123.1719,0.648418188,0.500318766,0.118455373,0.044529393,9.574383736,0.581596375,0.13286297,0.120874412,-0.205909505,331.6,0.207179002,0
"96",6.953113079,0.427146804,1.233161092,4291.498535,4828.026855,0.14326331,0.822536409,0.01,0.031180197,1082.619995,0.725300968,0.202133477,0.01839819,-0.061781622,331.6,0.207179002,1
"97",1.208994031,0.410423858,2.339864492,12057.92871,15660.15039,0.854816139,0.459957182,0.168685526,0.04426495,27.90147591,0.543012381,0.163776487,0.222708881,-0.281879067,331.6,0.207179002,0
"98",12.65462112,0.379628794,1.097579598,13685.70996,16260.45508,0.3932724,0.60926652,0.110302649,0.045047354,581.2003174,0.743996203,0.17164582,0.037269928,-0.104279242,331.6,0.207179002,0
"99",1.804339051,0.277211196,2.562435389,11493.48242,17177.6543,0.741128922,0.277960986,0.245153666,0.068302266,4.949928761,0.394693345,0.208467633,0.333494097,-0.349287391,331.6,0.207179002,0
"100",16.51382256,0.386710081,1.777042985,35843.21875,42411.88672,0.433839589,0.50265944,0.098466441,0.045873702,581.2003174,0.734682262,0.113163091,0.110918149,-0.104689762,331.6,0.207179002,0
"101",12.65686989,0.418577664,1.13255012,8605.725586,9814.013672,0.203315273,0.616351008,0.043569181,0.026021319,581.2003174,0.722894609,0.184844911,0.042055368,-0.117805712,331.6,0.207179002,0
"102",7.520555019,0.393720937,1.450412631,11429.31055,13751.82324,0.323610038,0.617155015,0.059866056,0.043603543,581.2003174,0.730481684,0.137355685,0.03651315,-0.132029146,331.6,0.207179002,0
"103",1.328145981,0.235666861,2.224080324,8287.27832,10538.85254,0.486616194,0.34613806,0.030547509,0.09106981,581.2003174,0.341872722,0.255129993,0.054683257,-0.111279562,331.6,0.207179002,0
"104",8.680345535,0.489035819,1.415426135,7642.616699,8386.992188,0.222532138,0.74101007,0.081076227,0.049128078,537.6549683,0.741674185,0.247563511,0.014140332,-0.062577762,331.6,0.207179002,0
"105",10.67098999,0.296011366,1.3532691,22713.47656,27619.94922,0.573094726,0.369331628,0.184140071,0.039312184,581.2003174,0.77856487,0.101931311,0.125896573,-0.210044548,331.6,0.207179002,0
"106",34.13085175,0.376619976,2.002178669,59981.02734,66711.58594,0.346745342,0.588424385,0.102829807,0.039343018,75.93556976,0.855351985,0.116178237,0.077952519,-0.113176256,331.6,0.207179002,0
"107",1.087391973,0.233586429,1.581298232,6679.42627,7576.621582,0.864665926,0.612078846,0.051418521,0.052218936,7.564749241,0.792829871,0.16192168,0.457804739,-0.384257019,331.6,0.207179002,0
"108",1.986534953,0.271326701,2.049289703,9668.886719,11994.36914,0.69754982,0.59564501,0.138813868,0.056987233,7.564749241,0.721049368,0.191958904,0.211805701,-0.270200431,331.6,0.207179002,0
"109",8.818437576,0.491356904,1.435754895,8232.323242,9114.393555,0.231896415,0.74101007,0.080614336,0.049268816,577.4489746,0.721388936,0.248861551,0.025522174,-0.064583756,402.92,0.215078408,0
"110",10.95594406,0.29738909,1.367167354,23442.63477,28575.12109,0.572728097,0.360107988,0.190809265,0.039093617,528.28479,0.780961633,0.103735417,0.136996135,-0.228568941,402.92,0.215078408,0
"111",7.182450771,0.430215258,1.242215157,4439.553711,5123.009277,0.137456447,0.82991755,0.01,0.032540455,1100.900024,0.693287909,0.214345679,0.019260898,-0.066621907,402.92,0.215078408,0
"112",12.77751064,0.473662265,2.218225002,15906.46094,20164.40039,0.184683621,0.550735414,0.187900811,0.04169872,1,0.632896781,0.20890671,0.176114067,-0.215516269,402.92,0.215078408,1
"113",48.24739456,0.282897611,2.244254351,375248.9063,457438.0313,0.76572448,0.524096191,0.134096354,0.044915877,6.459692478,0.657274604,0.151830658,0.144274279,-0.167795882,402.92,0.215078408,0
"114",135.3936157,0.319439808,1.578474164,251140.8281,271742.5625,0.691559315,0.371943384,0.141933322,0.037729997,132.888031,0.72152108,0.083955102,0.254330963,-0.086713135,402.92,0.215078408,0
"115",4.055036068,0.38618645,1.425468802,3293.694092,3469.226563,0.402858466,0.231892437,0.202965438,0.032459937,528.28479,0.838790715,0.144878298,0.052034929,-0.096843988,402.92,0.215078408,0
"116",1.095052958,0.235605031,1.550833583,7006.759277,8009.208984,0.860648274,0.612078846,0.057839911,0.050839864,6.459692478,0.804817557,0.194895089,0.52862972,-0.418924093,402.92,0.215078408,0
"117",1.829329967,0.309949535,2.586050272,12270.75781,18747.10156,0.757151365,0.277960986,0.255486518,0.067907453,4.692887306,0.386783808,0.227499545,0.289368391,-0.279132545,402.92,0.215078408,0
"118",18.86571693,0.437534305,1.343743324,28367.73828,45809.52344,0.20099768,0.275794536,0.01,0.063844748,83.54135895,0.327708989,0.171697289,0.499373317,-0.214477122,402.92,0.215078408,0
"119",1.215677023,0.403787352,2.358910084,12538.11914,16493.43164,0.85559386,0.45459789,0.171624601,0.044140607,27.49851608,0.563311219,0.173288569,0.206413761,-0.306601197,402.92,0.215078408,0
"120",13.03056908,0.373643342,1.107119203,14426.12598,17225.25195,0.404449791,0.591243029,0.115533002,0.045292325,528.28479,0.732585073,0.18135187,0.043162461,-0.114398383,402.92,0.215078408,0
"121",2.009227991,0.230518642,2.065630436,9956.705078,12415.04395,0.803505063,0.5778566,0.1568712,0.056068435,6.459692478,0.671274304,0.190131009,0.370092034,-0.404076874,402.92,0.215078408,0
"122",16.95908165,0.390712649,1.790017605,36781.65234,43962.21484,0.426578671,0.50265944,0.105923451,0.046348341,528.28479,0.728930593,0.117719673,0.112958737,-0.108397193,402.92,0.215078408,0
"123",3.042823076,0.26225645,1.550976872,6635.14209,8950.589844,0.383835435,0.563563168,0.018159721,0.041774653,257.1900024,0.552601278,0.360545129,0.111685902,-0.343490571,402.92,0.215078408,0
"124",1.364205003,0.23823398,2.258938313,9187.34375,12045.49512,0.520211816,0.318286628,0.045944497,0.08836513,528.28479,0.286463678,0.255389929,0.350907087,-0.110664107,402.92,0.215078408,0
"125",7.750003815,0.394838508,1.46404767,12081.83301,14617.13672,0.332295537,0.617155015,0.063939661,0.043666542,528.28479,0.712568521,0.143453389,0.035416488,-0.115458369,402.92,0.215078408,0
"126",30.18634033,0.201580123,1.46090734,57714.78906,69459.92969,0.749099672,0.712634087,0.170494765,0.068347029,2.579050064,0.846298993,0.047812071,0.019762918,-0.073989607,402.92,0.215078408,0
"127",35.0749321,0.380296797,2.024788857,60360.77734,67458.42188,0.356105745,0.583322883,0.106812261,0.039405663,79.1738739,0.821605682,0.114268623,0.073151745,-0.133601531,402.92,0.215078408,0
"128",20.31270409,0.386957993,1.153553724,18185.9375,20552.61328,0.557913542,0.41484192,0.341179848,0.042652991,22.5813427,0.870998859,0.135542437,0.172563747,-0.310094088,402.92,0.215078408,0
"129",5.439694881,0.352482611,1.41750586,5614.492188,6062.974121,0.321297526,0.528216124,0.136601046,0.045031089,2701.296631,0.871393561,0.145369202,0.071075059,-0.144192964,402.92,0.215078408,0
"130",10.01760101,0.288210182,2.004693031,66113.24219,83584.8125,0.751988232,0.508708596,0.109197229,0.050018616,1.245466709,0.609793603,0.185278192,0.209410027,-0.287165344,402.92,0.215078408,0
"131",37.20898438,0.402697806,1.537002325,39688.51563,50645.08203,0.365654469,0.467002779,0.172483116,0.04290751,1089.334717,0.6101861,0.172295481,0.048869088,-0.096040927,402.92,0.215078408,0
"132",13.12701225,0.416272057,1.137456417,8695.473633,9850.28125,0.183721825,0.656450391,0.029471023,0.026617069,528.28479,0.767235816,0.179379836,0.07799001,-0.13331534,402.92,0.215078408,0
"133",1.93372798,0.264773551,2.225044012,5432.701172,6046.682129,0.429427654,0.639389098,0.031515524,0.042475268,6.459692478,0.821666479,0.230596662,0.281720102,-0.481942505,402.92,0.215078408,0
"134",30.17928505,0.294161555,1.637719512,99866.25781,141957.4688,0.622780621,0.494574398,0.115863442,0.045058385,8.868016243,0.586116731,0.138326406,0.126852721,-0.241922274,402.92,0.215078408,0
"135",5.534597874,0.452788098,1.740534067,6398.082031,7709.951172,0.196054429,0.806201458,0.01,0.029926592,528.28479,0.796435595,0.141507179,0.098597139,-0.152007028,402.92,0.215078408,0
"136",1.855852008,0.322223964,2.60988307,13325.50977,20131.45117,0.805445731,0.277960986,0.271386951,0.065718472,5.110354424,0.382941723,0.20379959,0.325607806,-0.237742662,506.22,0.256378437,0
"137",13.42193031,0.367666983,1.116741657,15822.54492,19126.24023,0.398565143,0.633329272,0.103139639,0.045702506,527.4681396,0.723928213,0.187517911,0.031567462,-0.124486968,506.22,0.256378437,0
"138",1.222002983,0.403763365,2.378110647,13205.78125,16245.62988,0.805336714,0.443956673,0.164866284,0.04385329,29.49623299,0.612014711,0.193574756,0.226040393,-0.353323042,506.22,0.256378437,0
